registration, trailer_type,year,built_for,model_no,chassis_number,wip,mtm_gcm,gvw_atm,tare,brake_valves_type,suspension_type_and_component_part_no,axle,rare_suspension,rare_axle,hub,bearing_inner,bearing_outer,seal,drum,shoe_kit,brake_size,brake_linning,brake_shoe_type,s_cam_bush_kit,s_cam_size_and_part_no,brake_booster_type_and_size,tyre_type_and_size,wheel_type_and_size,landing_legs_type_and_component_part_no,king_pin_type_and_serial_no,rubplate_type_and_component_no,tow_eye_type_and_component_no,draw_bar_type_and_component_no,air_tanks_size_and_type_and_part_no,hoist_type_and_part_no,suspension_cylinders_component_no,ballrace_type_and_part_no,fith_wheel_type_and_part_no,ramps_size_and_component_no,ramps_cylinders,widening_box_component_no,widening_box_cylinder,widening_wings_component_no,widening_wings_cylinder,gooseneck_component_no,gooseneck_cylinder,powerpack, draw_bar_bushes
567QUM,4R4 Deck Widener 19.5 Short - Aust,2012,Troy Heavy Haulage,MTE14/12,7A9BP60ABC1001014,1275,,"60,000kg","14,420kg",ABC04A ADR BRAKE KIT ,BPW AIR SUSPENSION OT-0003FO (220-270mm),"050342 ALION/MTW 17.5 AXLE 71""",,,MTE425,HM218248/10,HM212049/11,46305,MTE214,61120,12.25x7.5,4692 FEDERAL MOGUL,4692DFC,#061122,,K-HITCH 24/24,HANKOOK 215/75R 17.5 TH10,550252 17.5x6.00 ALLOY WHEEL ,,,,,,,,,,,,,,,,,,,ABC04W BRAKE KIT - HONDA GX200 PETROL ENGINE - PLASTIC WATER TANK,
568QUM,4R4 Deck Widener 19.5 Long - Aust,2012,Troy Heavy Haulage,MTE15/12,7A9BP60ABC1001015,1276,,"60,000kg","14,840kg",ABC04A ADR BRAKE KIT ,BPW AIR SUSPENSION OT-0003FO (220-270mm),"050342 ALION/MTW 17.5 AXLE 71""",,,MTE425,HM218248/10,HM212049/11,46305,MTE214,61120,12.25x7.5,4692 FEDERAL MOGUL,4692DFC,#061122,,K-HITCH 24/24,HANKOOK 215/75R 17.5 TH10,550252 17.5x6.00 ALLOY WHEEL ,,,,,,,,,,,,,,,,,,,ABC04W BRAKE KIT - HONDA GX200 PETROL ENGINE - PLASTIC WATER TANK,
,"4 A VesselTrailer, Swingwide - Aust",2012,Creswick,MTE16/12,7A9MT50ABC1001016,1398,,"50,000kg",N/A,ABC04W ADR BRAKE KIT ,,"050342 ALION/MTW 17.5 AXLE 71""",,,MTE425,HM218248/10,HM212049/11,46305,MTE214,61120,12.25x7.5,4692 FEDERAL MOGUL,4692DFC,#061122,,K-HITCH 24/24,HANKOOK 215/75R 17.5 TH10,550252 17.5x6.00 ALLOY WHEEL ,,KPBA50/10,,,,,,,,,,,,,,,,,KUBOTA OC60 POWER PACK MOTOR ,
582QUY,4R4 Deck Widener - Aust,2012,Wilton AKA Highland,MTE17/12,7A9BP60ABC1001017,1429,,"60,000kg","15,400kg",ABC04A ADR BRAKE KIT ,BPW AIR SUSPENSION OT-0003FO 220-270mm RIDE HEIGHT ,050203 & 050200 BPW FIXED & STEER 19.5 AXLES,,,,,,,,,,BPW 17.5,,,,K-HITCH 24/24,AEOLUS 265/70R 19.5 HN805,550176 19.5x7.5 ALLOY WHEEL,,,,,,,,,,,,,,,,,,,HONDA GX200 POWER PACK MOTOR - STAINLESS WATER TANK,
F988N was T693L,3R8S LW1 / IHN / HS / S  ,2012,Satherley Transport ,MTE18/12,7A9MT80WEC1001018,1391,,"80,000kg","14,380kg",SEALCO,MTE HYDRAULIC LINKWING SUSPENSION ,060796 MTE LINKWING AXLE ,,,MTE425,HM218248/10,HM212049/11,46305,MTE213,61120,12.25x5.5 ,4536 FEDERAL MOGUL,4536DFC,#061122,"65000 & 65001 4.75"" LONG ",K-HITCH 24/24,BRIDGESTONE 215/75R 17.5,550252 17.5x6.00 ALLOY WHEEL ,,,,,,2x 170024 49L - 4x 170009 10X8,,,,,,,,,,,,,,
U351J,5R8 Module - NZ (OILY BUSH LEG),2012,Fulton Hogan,MTE19/12,7A9MT10SEC1001019,1352,,"100,000kg","20,445kg",SEALCO,MTE MODULE SUSPENSION ,MTE MODULE AXLE STUB,,,MTE425,HM218248/10,HM212049/11,46305,MTE213,61120,12.25x5.5 ,4536 FEDERAL MOGUL,4536DFC,#061122,"65000 & 65001 4.75"" LONG ",K-HITCH 30/30,BRIDGESTONE 215/75R 17.5,550252 17.5x6.00 ALLOY WHEEL ,,,,,,10x 250480 22X10 SADDLE MOUNT ,,,,770147 BALLRACE SRSR1100/50T 80mm HIGH,,,,,,,,,"GARWOOD 45,000lb WINCH, AIR CYLINDER 170511 (1302063020001) WITH CLEVIS'S 170510 & 170512",
T545N,3A Simple Trailer - NZ,2012,Scott Hunter (Papakihau Station),MTE20/12,7A9MT23BEC1001020,1424,,"23,000kg","4,980kg",MTWABS3A/2SB/FS KIT ,K-HITCH FH66 TRI-AXLE UNDER SLUNG SUSPENSION TRA2726 & 032900 SPRINGS ,"050342 ALION/MTW 17.5 AXLE 71""",,,MTE425,HM218248/10,HM212049/11,46305,MTE214,61120,12.25x7.5,4692 FEDERAL MOGUL,4692DFC,#061124,,K-HITCH 24/30,AEOLUS 215/75R 17.5 HN826,550043 17.5x6.00 STEEL WHEEL ,,,,HOLLAND DB1385 PINTLE EYE,,1x 170004 46L -1x 170014 24.5L,,,,,,,,,,,,,CP45 LAND LEG,
T798P,3A Simple Trailer - NZ,2012,Anderson,MTE21/12,7A9MT23BEC1001021,1425,,"23,000kg",5460kg,MTWABS3A/2SB/FS KIT ,K-HITCH FH66 TRI-AXLE UNDER SLUNG SUSPENSION TRA2726 & 032900 SPRINGS ,"050342 ALION/MTW 17.5 AXLE 71""",,,MTE425,HM218248/10,HM212049/11,46305,MTE214,61120,12.25x7.5,4692 FEDERAL MOGUL,4692DFC,#061124,,K-HITCH 24/30,AEOLUS 215/75R 17.5 HN826,550043 17.5x6.00 STEEL WHEEL ,,,,HOLLAND DB1385 PINTLE EYE,,1x 170004 46L -1x 170014 24.5L,,,,,,,,,,,,,CP45 LAND LEG,
T785P,2A Semi Forklift Trailer - NZ,2012,Sockburn,MTE22/12,7A9MT19SEC1001022,1412,,"19,000kg",5640kg,SEALCO,250717 DOUBLE ACTING SUSPENSION CYLINDER ,060015 MTW/ALION 4500KG 6 SPOKE AXLE ,,,060011 HUB,30211,30208,100197,060112 DRUM,060612 (E-2402),12.25x4.00,4700 CARLISLE 073140,E-9025 SHOE 060570,152640,"65000 & 65001 4.75"" LONG ",K-HITCH 20/24,BRIDGESTONE 215/75R 17.5,550060 17.5x6.00 STEEL RIM,,KPBA50/10,,,,,,250717 DOUBLE ACTING SUSPENSION CYLINDER ,,,,,,,,,,,PHASING CYLINDERS 2x 410247 & 2x 410248 - COME-UP WINCH HV-15000P,
T254B,3R4 Widener - NZ,2012,ETL,MTE23/12,7A9MT32WEC1001023,534 & 772,,"32,000kg","9,720",SEALCO,,,,,MTE425,HM218248/10,HM212049/11,46305,MTE214,61120,,4692 6008-1,,,,,,,,,,,,,,,,,,,,,,,,,"2,030kg at K/P and 7,680kg on Tri  spaced ar 1.8m (9.2F/L with top deck) alloys  215x17.5",
,2R8 Dolly - Aust,2012,Pemberton,MTE24/12,7A9MT11WEC1001024,1437,,"110,000kg",N/A,PACIFIC,MTE 2R8 DOLLY SUSPENSION ,060796 MTE LINKWING AXLE ,,,MTE425,HM218248/10,HM212049/11,46305,MTE216,61120,12.25x5.5 ,4536 FEDERAL MOGUL,4536DFC,#061122,"65000 & 65001 4.75"" LONG ",K-HITCH 30/30,AEOLUS 215/75R 17.5 HN235,550043 17.5x6.00 STEEL WHEEL ,,,,,,1x 170004 46L,,,,"K-HITCH KA11D902235 (3.5"") SEMI OSC",,,,,,,,,KUBOTA OC60 POWER PACK MOTOR - PL0925-370 DARK BLUE MUD GUARDS,
03AHL,2R8 Dolly - Aust,2012,Miers,MTE25/12,7A9MT11WEC1001025,1438,,"110,000kg","5,680kg",PACIFIC,MTE 2R8 DOLLY SUSPENSION ,060796 MTE LINKWING AXLE ,,,MTE425,HM218248/10,HM212049/11,46305,MTE216,61120,12.25x5.5 ,4536 FEDERAL MOGUL,4536DFC,#061122,"65000 & 65001 4.75"" LONG ",K-HITCH 30/30,AEOLUS 215/75R 17.5 HN235,550043 17.5x6.00 STEEL WHEEL ,,,,,,1x 170004 46L,,N/A,,,,,,,,,,,PL0925-WHITE MUD GUARDS,
131QVH,2R Dolly - Aust,2012,Dan Phillips,MTE26/12,7A9MT11WEC1001026,1439,,"110,000kg","5,660kg",PACIFIC,MTE 2R8 DOLLY SUSPENSION ,060796 MTE LINKWING AXLE ,,,MTE425,HM218248/10,HM212049/11,46305,MTE213,61120,12.25x5.5 ,4536 FEDERAL MOGUL,4536DFC,#061122,"65000 & 65001 4.75"" LONG ",K-HITCH 30/30,MICHELIN 215/75R 17.5 XTE2,550252 17.5x6.00 ALLOY WHEEL,,,,,,1x 170004 46L,,,,,,,,,,,,,KUBOTA OC60 POWER PACK MOTOR - PL0925-370 DARK BLUE MUD GUARDS,
,3 Axel Semi Tipper - NZ,2012,ETL,MTE27/12,7A9FU30BEC1001027,1445,,"30,000KG",N/A,,,,,,,,,,,,,4515 FKH,,,,,,,,,,,,,,,,,,,,,,,,,,
Y731W,3R4 Widener - Hydraulic Susp - NZ,2012,ETL,MTE28/12,7A9MT36SEC1001028,1446,,"36,000kg","9,620kg",SEALCO,MTE ROWS OF 4 HYDRAULIC SUSPENSION,"050342 ALION/MTW 17.5 AXLE 71""",,,MTE425,HM218248/10,HM212049/11,46305,MTE214,61120,12.25x7.5,4692 FEDERAL MOGUL,4692DFC,#061124,60843 & 06844 (290mm LONG),K-HITCH 24/24,AEOLUS 215/75R 17.5 HN826,550252 17.5x6.00 ALLOY WHEEL,,,,,,2x 170004 46L - 1x 170009 10X8,,,,,,,,,,,,,,
U945E,3R4 Widener - Hydraulic Susp - NZ,2012,Cameron Wade(Excavator Ltd),MTE29/12,7A9MT36SEC1001029,1447,,"36,000kg","10,260kg",SEALCO ABS TRANSPECS ,MTE ROWS OF 4 HYDRAULIC SUSPENSION,"050342 ALION/MTW 17.5 AXLE 71""",,,MTE425,HM218248/10,HM212049/11,46305,MTE214,61120,12.25x7.5,4692 FEDERAL MOGUL,4692DFC,#061124,60843 & 06844 (290mm LONG),K-HITCH 24/24,HANKOOK 215/75R 17.5 TH10,550252 17.5x6.00 ALLOY WHEEL,,,,,,1x 170009 10X8,,,,,,,,,,,,,"COME UP HV-20000P WINCH (20,000lb) HONDA GX200 POWER PACK MOTOR ",
125QVK,4R8S LW1 AUST / IHN / HS / HD,2012,MTE leasing to Centurion,MTE30/12,7A9MT95WEC1001030,1448,,"95,000kg","19,040kg",PACIFIC,MTE HYDRAULIC LINKWING SUSPENSION ,060796 MTE LINKWING AXLE ,,,MTE425,HM218248/10,HM212049/10,46305,MTE216,61120,12.25x5.5,4536 FEDERAL MOGUL ,4536DFC,#061123,"65000 & 65001 4.75"" LONG ",K-HITCH 24/24,AEOLUS 215/75R 17.5 HN235,550043 17.5x6.00 STEEL WHEEL,,,,,,4x 170014 46L - 2x 170009 10X8,,,,,,,,,,,,,KUBOTA OC60 POWER PACK MOTOR - STAINLESS WATER TANK,
537QUM,3R8 Linkwing -Aust,2012,J & K Thompson,MTE31/12,7A9MT80WEC1001031,1462,,"80,000kg","16,720kg",PACIFIC,MTE HYDRAULIC LINKWING SUSPENSION ,060796 MTE LINKWING AXLE ,,,MTE425,HM218248/10,HM212049/10,46305,MTE213,61120,12.25x5.5,4536 FEDERAL MOGUL ,4536DFC,#061123,"65000 & 65001 4.75"" LONG ",K-HITCH 24/24,AEOLUS 215/75R 17.5 HN235,550252 17.5x6.00 ALLOY WHEEL,,,,,,4x 170014 - 24.5L,,,,,,,,,,,,,STAINLESS WATER TANK - 1260.50.100.X AIR RAM - KUBOTA OC60 DIESEL ENGINE,
,2A Module Clip-on - Aust (OILY BUSH LEG),2012,Generation 3,MTE32/12,7A9MT50WEC1001032,1475,,"50,000kg",N/A,PACIFIC,MTE MODULE SUSPENSION ,MTE MODULE AXLE STUB,,,MTE425,HM218248/10,HM212049/10,46305,MTE216,61120,12.25x5.5,4536 FEDERAL MOGUL ,4536DFC,#061123,"65000 & 65001 4.75"" LONG ",K-HITCH 30/30,MICHELIN 215/75R 17.5 XTE2,550252 17.5x6.00 ALLOY WHEEL,,,C-006-2044-13-02,,,,,,,,,,,,,,,,,
186QUR,3A Drop Bed Extendable - Aust,2012,Leon Tarrant,MTE33/12,7A9MT40WEC1001033,1468,,"40,000kg","10,140kg",ABK3857ST ADR KIT ,K-HITCH KT250U-6.5 AIR SUSPENSION ,"050348 MTW/ALION AXLE 77"" TRACK 17.5",,,MTE425,HM218248/10,HM212049/11,46305,MTE214,61120,12.25x7.5 ,4692 FEDERAL MOGUL,4692DFC,#061124,,K-HITCH 30/30,AEOLUS 215/75R 17.5 HN235,550252 17.5x6.00 ALLOY WHEEL,,KPBA50/10,C-006-2044-13-05,,,,,,,,,,,,,,,,HONDA GX200 POWER PACK - WABCO RAISE & LOWER VALVE 463/032/020/0,
187QUR,3A Drop Bed Extendable - Aust,2012,Leon Tarrant,MTE34/12,7A9MT40WEC1001034,1469,,"40,000kg","10,160kg",ABK3857ST ADR KIT ,K-HITCH KT250U-6.5 AIR SUSPENSION ,"050348 MTW/ALION AXLE 77"" TRACK 17.5",,,MTE425,HM218248/10,HM212049/11,46305,MTE214,61120,12.25x7.5 ,4692 FEDERAL MOGUL,4692DFC,#061124,,K-HITCH 30/30,AEOLUS 215/75R 17.5 HN235,550252 17.5x6.00 ALLOY WHEEL,,KPBA50/10,,,,,,,,,,,,,,,,,HONDA GX200 POWER PACK - WABCO RAISE & LOWER VALVE 463/032/020/0,
747QWK,3A Drop Bed Extendable - Aust,2012,Mark Bell - Now Stock,MTE35/12,7A9MT40WEC1001035,1483,,"40,000kg","10,920kg",ABK3857ST ADR KIT ,K-HITCH KT250U-6.5 AIR SUSPENSION ,"050348 MTW/ALION AXLE 77"" TRACK 17.5",,,MTE425,HM218248/10,HM212049/11,46305,MTE214,61120,12.25x7.5 ,4692 FEDERAL MOGUL,4692DFC,#061124,,K-HITCH 30/30,AEOLUS 215/75R 17.5 HN235,550043 17.5x6.00 STEEL WHEEL,,KPBA50/10,,,,,,,,,,,,,,,,,HONDA GX200 POWER PACK - WABCO RAISE & LOWER VALVE 463/032/020/0,
123QVK,4R4 Full Widener - Aust  ,2012,MTE own (Centurion Leasing) ,MTE36/12,7A9MT50ABC1001036,1480,,"16,300kg","16,300kg",ABC04W KIT ,MTE ROWS OF 4 HYDRAULIC SUSPENSION ,50343 ALION/MTW 19.5 AXLE ,,,MTE408,HM218248/10,HM212049/11,46305,MTE210,062595 CARLISLE ,15.00x8.625,4710 FEDERAL MOGUL ,4710X,,050380 & 050381 S-CAM 290mm ,30/30,AEOLUS 265/70R 19.5 HN805,550157 19.5x7.50 STEEL WHEEL ,,,,,,,,,,,,,,,,,,,PLASTIC WATER TANK - KUBOTA OC60 DIESEL ENGINE ,
955QYF,4R4 Deck Widener - Aust,2012,Goldspring,MTE37/12,7A9BP60ABC1001037,1481,,"65,000kg","15,180kg",ABC04A ADR BRAKE KIT ,BPW AIR SUSPENSION OT-0003FO 220-270mm RIDE HEIGHT ,050203 & 050200 BPW FIXED & STEER 17.5 AXLES,,,,,,,,,,4692 6008-1,4692DFC,,,K-HITCH 24/24,AEOLUS 215/75R 17.5 HN235,550043 17.5x6.00 STEEL WHEEL ,,,,,,,,,,,,,,,,,,,HONDA GX200 POWER PACK,
122QVK,2R4 Dolly - Aust,2012,MTE own (Centurion Leasing) ,MTE38/12,7A9MT36WEC1001038,1491,,"32,000kg","4,160kg",ABC02A ADR BRAKE KIT,K-HITCH KHDO2B9 CAST SUSPENSION ,050344 MTW/ALION AXLE 19.5,,,MTE408,HM218248/10,HM212049/11,46305,MTE210,062595 CARLISLE ,15.00x8.625,4710 6008-1,4710X,,,K-HITCH 30/30,AEOLUS 265/70R 19.5 HN805,550157 19.5x7.5 STEEL WHEEL,,,,,,,,,,"JOST JSK38C-1 (3.5"" JAW) FULLY OSC",,,,,,,,,OFFSET SLACK ADJUSTERS 60325 & 60326,
EAH29,5R8A LW1 AUST ,2012,EA Hire,MTE39/12,7A9MT11MTC1001039,1482,,"110,000kg",20560kg,PACIFIC,MTE HYDRAULIC LINKWING SUSPENSION,060796 ALION LINKWING AXLE ,,,MTE425,HM218248/10,HM212049/11,46305,MTE216,61120,12.25 x 5.5 ,4536 6008-1,4536DFC,061122,"65000 & 65001 (4.75"" LONG)",24/24,MICHELIN 215/75R 17.5 XTE2,STEEL WHEEL 17.5 x 6.00,,,,,,10x 170004 AIR TANK 17L & 1x 170009 ,,,,,,,,,,,,,KUBOTA OC60 DIESEL ENGINE - 3.2CC BREVINI PUMP GROUP 2  - SLIDING RUB PLATE - S/S WATER TANK - 820038 24v  WINCH,
,7R8 Platform Module - Aust,2012,Stu McKinnon,MTE40/12,7A9MT18WEC1001040,1484,,"180,000kg",N/A,,,,,,,,,,,,,4536 6008-1,4536DFC,,,,,,,,,,,,,,,,,,,,,,,,,
755QVJ,4R4 Full Widener - Aust,2012,Mel Beatie,MTE41/12,7A9MT50ABC1001041,1479,,"50,000kg","15,740kg",ABC04W ADR BRAKE KIT ,MTE ROWS OF 4 HYDRAULIC SUSPENSION ,050344 MTW/ALION AXLE 19.5,,,MTE408,HM218248/10,HM212049/11,46305,MTE210,062595 CARLISLE,15.00x8.625,4710 6008-1,4710X,,050380 & 050381 S-CAM 290mm ,K-HITCH 30/30,AEOLUS 265/70R 19.5 HN805,550176 19.5x7.5 ALLOY WHEEL ,,,,,,,,,,,,,,,,,,,KUBOTA OC60 POWER PACK MOTOR - STAINLESS WATER TANK,
,4R8S LW1 AUST / IHN / HS / S ,2012,DTMT ,MTE42/12,7A9MT95WEC1001042,1498,,"95,000KG",N/A,PACIFIC,MTE HYDRAULIC LINKWING SUSPENSION ,060797 MTE LINKWING AXLE ,,,MTE425,HM218248/10,HM212049/11,46305,MTE214,61120,12.25x5.5 ,4692 6008-1,4692DFC,#061123,60031 & 60032 S-cam 140mm ,K-HITCH 24/24,AEOLUS 215/75R 17.5 HN235,550042 17.5x6.00 STEEL WHEEL,,,,,,4x 170004 46L - 1x 170009 10X8,,,,,,,,,,,,,KUBOTA OC60 POWER PACK MOTOR ,
,5R8S LW1 AUST / IHN / BS / HD ,2012,Pemberton,MTE43/12,7A9MT11MTC1001043,1497,,"110,000kg",N/A,SEALCO ,MTE HYDRAULIC LINKWING SUSPENSION ,060796 MTE LINKWING AXLE ,,,MTE425,HM218248/10,HM212049/11,46305,MTE216,61120,12.25x5.5 ,4536 6008-1,4536DFC,#061123,"65000 & 65001 4.75"" LONG ",K-HITCH 24/24,AEOLUS 215/75R 17.5 HN235,550042 17.5x6.00 STEEL WHEEL,,,,,,10x 170008 22X10 - 1x 170009 10X8,,,,,,,,,,,,,KUBOTA OC60 POWER PACK MOTOR - STAINLESS WATER TANK,
U626C,3R8S LW1 / IHN / HS / S ,2012,Don Maclachlan,MTE44/12,7A9MT80WEC1001044,1454,,"80,000kg","22,020kg",SEALCO ,MTE HYDRAULIC LINKWING SUSPENSION ,060796 MTE LINKWING AXLE ,,,MTE425,HM218248/10,HM212049/11,46305,MTE213,61120,12.25x5.5 ,4536 6008-1,4536DFC,#061123,"65000 & 65001 4.75"" LONG ",K-HITCH 24/24,BRIDGESTONE 215/75R 17.5,550252 17.5x6.00 ALLOY WHEEL,Heavy Duty Pin Type No. C-Lan001 REV.3,"MTE Drop-in 50mm: MTE2DK700, 90mm: MTE3DK701",Fixed Two Position,N/A,N/A,2x 170004 46L ,N/A,,N/A,N/A,Single Hydraulic - 2700mm x 890mm (No. C-Ramp011 REV.2),No. C-Ram007 REV.6,No. C-Wid003 REV.5,No. C-Ram017 REV.5,No. C-Wing004 REV.4,No. C-Ram008 REV.8,No. C-Nec001 REV.2,No. C-Ram022 REV.6,KUBOTA OC60 POWER PACK MOTOR ,
,3A Drop Deck Extendable - Aust,2012,Dan Phillips,MTE45/12,7A9MT40WEC1001045,1499,,"40,000kg",N/A,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,
T686L,3A Simple Trailer  - NZ,2012,Skiffington,MTE46/12,7A9MT23BEC1001046,1452,,"23,000kg",5280kg,MTWABS3A/2SB/FS ,K-HITCH FH66 TRI-AXLE UNDER SLUNG SUSPENSION TRA2726 & 032900 SPRINGS ,"050342 ALION/MTW 17.5 AXLE 71""",,,MTE425,HM218248/10,HM212049/11,46305,MTE214,61120,12.25x7.5,4692 FEDERAL MOGUL ,4692DFC,#061124,,K-HITCH 24/30,BRIDGESTONE 215/75R 17.5,550252 17.5x6.00 ALLOY WHEEL,,,,50mm FLANGE TOW EYE,,1x 170004 46L - 1x 170014 24.5L,,,,,,,,,,,,,CP45 LAND LEG ,
T694L,1 A Clip On - NZ,2012,Satherley Transport ,MTE47/12,7A9MT15WEC1001047,,,"15,000kg",3035kg,,,,,,,,,,MTE213,61120,12.25x5.5,4536 6008-1,4536DFC,,,,,,,,,,,,,,,,,,,,,,,,,
T695L,1 A Clip On - NZ,2012,Satherley Transport ,MTE48/12,7A9MT15WEC1001048,,,"15,000kg",3035kg,,,,,,,,,,MTE213,61120,12.25x5.5,4536 6008-1,4536DFC,,,,,,,,,,,,,,,,,,,,,,,,,
364QWD,5R8A LW1 AUST / IHN / BS / S ,2012,Howard Machinery ,MTE49/12,7A9MT11MTC1001049,1510,,"110,000kg","20,780kg",SEALCO ,MTE HYDRAULIC LINKWING SUSPENSION ,060796 MTE LINKWING AXLE ,,,MTE425,HM218248/10,HM212049/11,46305,MTE216,61120,12.25x5.5 ,4536 6008-1,4536DFC,#061123,"65000 & 65001 4.75"" LONG ",K-HITCH 24/24,AEOLUS 215/75R 17.5 HN235,550043 17.5x6.00 STEEL WHEEL,,,,,,10x 170008 22X10 - 1x 170009 10X8,,,,,,,,,,,,,KUBOTA OC60 POWER PACK MOTOR - PLASTIC WATER TANK 110445,
T553N,3A Air Susp Transporter - NZ,2012,Pullan,MTE50/12,7A9MT36SEC1001050,1463,,"36,000kg",7200kg,ABS3A/2SB/SEMI TRANSPEC,HENDRICKSON HT250US-7.5 AIR SUSPENSION ,050350 MTW/ALION AXLE 17.5 2120mm TRACK,,,MTE425,HM218248/10,HM212049/11,46305,MTE214,61120,12.25x7.5,4692 FEDERAL MOGUL,4692DFC,#061124,,K-HITCH 24/30,AEOLUS 215/75R 17.5 HN235,550043 17.5x6.00 STEEL WHEEL,,KPBA50/10,,,,2x 170004 46L - 1x 170014 24.5L,,,,,,,,,,,,,,
128QVH,2R4 Dolly - Aust,2012,AMS ,MTE51/12,7A9MT36WEC1001051,1550,,"36,000kg","3,900kg",ABC02A ADR KIT ,,050344 MTW/ALION AXLE 19.5,,,MTE408,HM218248/10,HM212049/11,46305,MTE210,062595 CARLISLE ,15x8-5/8 ,4710 FEDERAL MOGUL,4710X,,,K-HITCH 30/30,AEOLUS 265/70R 19.5 HN805,550157 19.5x7.5 STEEL WHEEL,,,,,,,,,,"JOST JSK38C-1 (3.5"" JAW) FULLY OSC",,,,,,,,,,
,2R4 Dolly - Aust ,2012,DTMT,MTE52/12,7A9MT36WEC1001052,1551,,"36,000kg",N/A,ABC02A ADR KIT ,,050344 MTW/ALION AXLE 19.5,,,MTE408,HM218248/10,HM212049/11,46305,MTE210,062595 CARLISLE ,15x8-5/8 ,4710 FEDERAL MOGUL,4710X,,,K-HITCH 30/30,AEOLUS 265/70R 19.5 HN805,550157 19.5x7.5 STEEL WHEEL,,,,,,,,,,"JOST JSK38C-1 (3.5"" JAW) FULLY OSC",,,,,,,,,,
,2R4 Dolly - Aust ,2012,Freo ,MTE53/12,7A9MT36WEC1001053,1552,,"36,000kg",N/A,ABC02A ADR KIT ,,050344 MTW/ALION AXLE 19.5,,,MTE425,HM218248/10,HM212049/11,46305,MTE214,61120,12.25x7.5,4692 FEDERAL MOGUL,4692DFC,#061124,,K-HITCH 30/30,AEOLUS 265/70R 19.5 HN805,550157 19.5x7.5 STEEL WHEEL,,,C-006-2044-13-04,,,,,,,"JOST JSK38C-1 (3.5"" JAW) FULLY OSC",,,,,,,,,,
08AHL,2R8 Dolly - Aust ,2012,MTE leasing to Centurion,MTE54/12,7A9MT11WEC1001054,1547,,"110,000kg","5,760kg",PACIFIC,,060796 MTE LINKWING AXLE ,,,MTE425,HM218248/10,HM212049/11,46305,MTE216,61120,12.25x5.5,4536 FEDERAL MOGUL ,4536DFC,#061123,"065000 & 065001 (4.75"" LONG)",K-HITCH 30/30,AEOLUS 215/75R 17.5 HN235,550043 17.5x6.00 STEEL WHEEL,,,,,,1x 170004 46L,,,,"K-HITCH KA11D902235 (3.5"") SEMI OSC",,,,,,,,,MONARCH 12V ELECTRIC POWER PACK M319/6652/12 (17.5L TANK),
,2R8 Dolly - Aust ,2012,DTMT,MTE55/12,7A9MT11WEC1001055,1548,,"110,000kg",N/A,PACIFIC,,060796 MTE LINKWING AXLE ,,,MTE425,HM218248/10,HM212049/11,46305,MTE216,61120,12.25x5.5,4536 FEDERAL MOGUL ,4536DFC,#061123,"065000 & 065001 (4.75"" LONG)",K-HITCH 30/30,AEOLUS 215/75R 17.5 HN235,550043 17.5x6.00 STEEL WHEEL,,,,,,1x 170004 46L,,,,"K-HITCH KA11D902235 (3.5"") SEMI OSC",,,,,,,,,KUBOTA OC60 POWER PACK MOTOR,
951QVR,2R8 Dolly - Aust ,2012,Beattie Equipment,MTE56/12,7A9MT11WEC1001056,1549,,"110,000kg","5,820kg",PACIFIC,,060796 MTE LINKWING AXLE ,,,MTE425,HM218248/10,HM212049/11,46305,MTE216,61120,12.25x5.5,4536 FEDERAL MOGUL ,4536DFC,#061123,"065000 & 065001 (4.75"" LONG)",K-HITCH 30/30,AEOLUS 215/75R 17.5 HN235,550043 17.5x6.00 STEEL WHEEL,,,,,,1x 170004 46L,,,,"K-HITCH KA11D902235 (3.5"") SEMI OSC",,,,,,,,,KUBOTA OC60 POWER PACK MOTOR,
,44Meter Triple Ext Beam Set - -Aust ,2012,Doolan,MTE57/12,,1461,,,N/A,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,
,4R8 Jinker - Aust ,2012,OD Transport,MTE58/12,7A9MT40WEC1001058,,,"40,000kg",N/A,PACIFIC,,060796 MTE LINKWING AXLE ,,,MTE425,HM218248/10,HM212049/11,46305,MTE216,61120,12.25x5.5,4536 FEDERAL MOGUL ,4536DFC,#061123,"065000 & 065001 (4.75"" LONG)",K-HITCH 30/30,BOTO 215/75R 17.5 BT926,550043 17.5x6.00 STEEL WHEEL,,,,50mm WELD ON TOW EYE,,1x 170004 46L,,,,770147 (50t) & 770157 (40t),,,,,,,,,KUBOTA OC60 POWER PACK MOTOR,
  ,4R8 Jinker - Aust ,2012,Stock,MTE59/12,7A9MT40WEC1001059,1558,,"40,000kg",11160kg,PACIFIC,,060796 MTE LINKWING AXLE ,,,MTE425,HM218248/10,HM212049/11,46305,MTE216,61120,12.25x5.5,4536 FEDERAL MOGUL ,4536DFC,#061123,"065000 & 065001 (4.75"" LONG)",K-HITCH 30/30,BOTO 215/75R 17.5 BT926,550043 17.5x6.00 STEEL WHEEL,,,,50mm WELD ON TOW EYE,,1x 170004 46L,,,,770147 (50t) & 770157 (40t),,,,,,,,,KUBOTA OC60 POWER PACK MOTOR,
